threshold,dataset,lhs_size,fd,rfi_prime_plus,mu_plus,g3_prime
0.15,hate_crimes,2,"['County', 'Law Code Category Description']->Full Complaint ID",0.018,0.001,0.012
0.05,hate_crimes,2,"['Month Number', 'Offense Category']->Arrest Date",0.144,0.000,0.630
0.15,hate_crimes,1,['Complaint Year Number']->Arrest Date,0.090,0.000,0.589
0.01,hate_crimes,4,"['Arrest Date', 'Complaint Year Number', 'Offense Category', 'Offense Description']->Record Create Date",0.984,0.000,0.940
0.01,hate_crimes,2,"['Arrest Date', 'Complaint Precinct Code']->Full Complaint ID",0.965,0.000,0.867
0.1,hate_crimes,2,"['Arrest Id', 'County']->Record Create Date",1.000,0.000,0.998
0.15,hate_crimes,2,"['Arrest Id', 'County']->Record Create Date",1.000,0.000,0.998
0.15,hate_crimes,1,['Patrol Borough Name']->Arrest Date,0.057,0.000,0.593
0.1,hate_crimes,1,['Month Number']->Arrest Date,0.086,0.000,0.599
0.15,hate_crimes,1,['Month Number']->Arrest Date,0.086,0.000,0.599
0.001,hate_crimes,1,['Full Complaint ID']->Arrest Date,0.000,0.000,0.659
0.001,hate_crimes,1,['Record Create Date']->Arrest Date,0.231,0.000,0.815
0.001,hate_crimes,1,['Full Complaint ID']->Arrest Id,0.000,0.000,0.273
0.001,hate_crimes,1,['Record Create Date']->Arrest Id,0.000,0.000,0.659
0.01,hate_crimes,1,['Full Complaint ID']->Arrest Date,0.000,0.000,0.659
0.01,hate_crimes,1,['Record Create Date']->Arrest Date,0.231,0.000,0.815
0.01,hate_crimes,1,['Full Complaint ID']->Arrest Id,0.000,0.000,0.273
0.01,hate_crimes,1,['Record Create Date']->Arrest Id,0.000,0.000,0.659
0.05,hate_crimes,1,['Full Complaint ID']->Arrest Date,0.000,0.000,0.659
0.05,hate_crimes,1,['Record Create Date']->Arrest Date,0.231,0.000,0.815
0.05,hate_crimes,1,['Complaint Precinct Code']->Arrest Date,0.110,0.000,0.645
0.05,hate_crimes,1,['Full Complaint ID']->Arrest Id,0.000,0.000,0.273
0.05,hate_crimes,1,['Record Create Date']->Arrest Id,0.000,0.000,0.659
0.05,hate_crimes,1,['Complaint Precinct Code']->Arrest Id,0.000,0.000,0.583
0.1,hate_crimes,1,['Full Complaint ID']->Arrest Date,0.000,0.000,0.659
0.1,hate_crimes,1,['Record Create Date']->Arrest Date,0.231,0.000,0.815
0.1,hate_crimes,1,['Complaint Precinct Code']->Arrest Date,0.110,0.000,0.645
0.1,hate_crimes,1,['PD Code Description']->Arrest Date,0.071,0.000,0.601
0.1,hate_crimes,1,['Full Complaint ID']->Arrest Id,0.000,0.000,0.273
0.1,hate_crimes,1,['Record Create Date']->Arrest Id,0.000,0.000,0.659
0.1,hate_crimes,1,['Complaint Precinct Code']->Arrest Id,0.000,0.000,0.583
0.1,hate_crimes,1,['Month Number']->Arrest Id,0.001,0.000,0.572
0.1,hate_crimes,1,['PD Code Description']->Arrest Id,0.022,0.000,0.578
0.15,hate_crimes,1,['Full Complaint ID']->Arrest Date,0.000,0.000,0.659
0.15,hate_crimes,1,['Record Create Date']->Arrest Date,0.231,0.000,0.815
0.15,hate_crimes,1,['Complaint Precinct Code']->Arrest Date,0.110,0.000,0.645
0.15,hate_crimes,1,['PD Code Description']->Arrest Date,0.071,0.000,0.601
0.15,hate_crimes,1,['Offense Description']->Arrest Date,0.062,0.000,0.588
0.15,hate_crimes,1,['Full Complaint ID']->Arrest Id,0.000,0.000,0.273
0.15,hate_crimes,1,['Record Create Date']->Arrest Id,0.000,0.000,0.659
0.15,hate_crimes,1,['Complaint Precinct Code']->Arrest Id,0.000,0.000,0.583
0.15,hate_crimes,1,['Month Number']->Arrest Id,0.001,0.000,0.572
0.15,hate_crimes,1,['PD Code Description']->Arrest Id,0.022,0.000,0.578
0.15,hate_crimes,1,['Offense Description']->Arrest Id,0.022,0.000,0.572
0.15,hate_crimes,1,['Patrol Borough Name']->Arrest Id,0.000,0.000,0.570
0.15,hate_crimes,1,['Complaint Year Number']->Arrest Id,0.000,0.000,0.570
0.15,hate_crimes,1,['Bias Motive Description']->Arrest Id,0.056,0.000,0.573
0.001,hate_crimes,2,"['Arrest Date', 'Bias Motive Description']->Offense Category",0.998,0.000,0.999
0.001,hate_crimes,2,"['Arrest Id', 'Bias Motive Description']->Offense Category",1.000,0.000,1.000
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Month Number']->Arrest Date",0.162,0.000,0.759
0.01,hate_crimes,2,"['Complaint Precinct Code', 'PD Code Description']->Arrest Date",0.168,0.000,0.721
0.01,hate_crimes,2,"['Month Number', 'PD Code Description']->Arrest Date",0.121,0.000,0.653
0.01,hate_crimes,2,"['Month Number', 'Patrol Borough Name']->Arrest Date",0.104,0.000,0.649
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Complaint Year Number']->Arrest Date",0.149,0.000,0.720
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Offense Description']->Arrest Date",0.171,0.000,0.709
0.01,hate_crimes,2,"['Month Number', 'Offense Description']->Arrest Date",0.121,0.000,0.636
0.01,hate_crimes,2,"['Arrest Date', 'Complaint Precinct Code']->Offense Category",0.991,0.000,0.994
0.01,hate_crimes,2,"['Arrest Id', 'Complaint Precinct Code']->Offense Description",0.996,0.000,0.995
0.01,hate_crimes,2,"['Arrest Id', 'Complaint Precinct Code']->PD Code Description",0.997,0.000,0.995
0.01,hate_crimes,2,"['Arrest Date', 'Offense Description']->Law Code Category Description",0.989,0.000,0.995
0.01,hate_crimes,2,"['Bias Motive Description', 'Complaint Precinct Code']->Arrest Date",0.249,0.000,0.739
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Offense Category']->Arrest Date",0.195,0.000,0.709
0.01,hate_crimes,2,"['Arrest Date', 'Complaint Precinct Code']->Bias Motive Description",0.990,0.000,0.990
0.01,hate_crimes,2,"['Arrest Id', 'Complaint Precinct Code']->Offense Category",1.000,0.000,1.000
0.01,hate_crimes,2,"['Arrest Date', 'Complaint Precinct Code']->Complaint Year Number",0.992,0.000,0.993
0.01,hate_crimes,2,"['Arrest Date', 'Complaint Precinct Code']->Offense Description",0.953,0.000,0.950
0.01,hate_crimes,2,"['Arrest Id', 'Offense Description']->Law Code Category Description",1.000,0.000,1.000
0.01,hate_crimes,2,"['Arrest Date', 'Complaint Precinct Code']->PD Code Description",0.958,0.000,0.944
0.01,hate_crimes,2,"['Arrest Id', 'Complaint Precinct Code']->Complaint Year Number",1.000,0.000,1.000
0.01,hate_crimes,2,"['Arrest Id', 'Complaint Precinct Code']->Month Number",1.000,0.000,1.000
0.01,hate_crimes,2,"['Arrest Id', 'Complaint Precinct Code']->Bias Motive Description",1.000,0.000,1.000
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Law Code Category Description']->Arrest Date",0.106,0.000,0.662
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Month Number']->Arrest Id",0.000,0.000,0.647
0.01,hate_crimes,2,"['Complaint Precinct Code', 'PD Code Description']->Arrest Id",0.000,0.000,0.629
0.01,hate_crimes,2,"['Month Number', 'PD Code Description']->Arrest Id",0.022,0.000,0.598
0.01,hate_crimes,2,"['Month Number', 'Patrol Borough Name']->Arrest Id",0.000,0.000,0.587
0.01,hate_crimes,2,"['Arrest Id', 'Complaint Precinct Code']->Record Create Date",1.000,0.000,0.998
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Offense Description']->Arrest Id",0.016,0.000,0.627
0.01,hate_crimes,2,"['Month Number', 'Offense Description']->Arrest Id",0.031,0.000,0.587
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Complaint Year Number']->Arrest Id",0.000,0.000,0.621
0.01,hate_crimes,2,"['Bias Motive Description', 'Complaint Precinct Code']->Arrest Id",0.065,0.000,0.636
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Offense Category']->Arrest Id",0.034,0.000,0.618
0.01,hate_crimes,2,"['Complaint Precinct Code', 'Law Code Category Description']->Arrest Id",0.000,0.000,0.594
0.01,hate_crimes,2,"['Arrest Id', 'Complaint Precinct Code']->Full Complaint ID",0.999,0.000,0.994
0.05,hate_crimes,2,"['Month Number', 'PD Code Description']->Arrest Date",0.121,0.000,0.653
0.05,hate_crimes,2,"['Month Number', 'Patrol Borough Name']->Arrest Date",0.104,0.000,0.649
0.05,hate_crimes,2,"['PD Code Description', 'Patrol Borough Name']->Arrest Date",0.110,0.000,0.642
0.05,hate_crimes,2,"['Month Number', 'Offense Description']->Arrest Date",0.121,0.000,0.636
0.05,hate_crimes,2,"['Offense Description', 'Patrol Borough Name']->Arrest Date",0.106,0.000,0.625
0.05,hate_crimes,2,"['Complaint Year Number', 'Offense Description']->Arrest Date",0.116,0.000,0.620
0.05,hate_crimes,2,"['Complaint Year Number', 'PD Code Description']->Arrest Date",0.118,0.000,0.638
0.05,hate_crimes,2,"['Arrest Date', 'Patrol Borough Name']->Law Code Category Description",0.897,0.000,0.956
0.05,hate_crimes,2,"['Arrest Date', 'County']->Law Code Category Description",0.876,0.000,0.946
0.05,hate_crimes,2,"['Complaint Year Number', 'Month Number']->Arrest Date",0.141,0.000,0.648
0.05,hate_crimes,2,"['Complaint Year Number', 'Patrol Borough Name']->Arrest Date",0.101,0.000,0.631
0.05,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Law Code Category Description",0.993,0.000,0.997
0.05,hate_crimes,2,"['Arrest Id', 'Month Number']->Offense Description",0.996,0.000,0.995
0.05,hate_crimes,2,"['Bias Motive Description', 'Month Number']->Arrest Date",0.191,0.000,0.660
0.05,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->Law Code Category Description",0.993,0.000,0.997
0.05,hate_crimes,2,"['Bias Motive Description', 'PD Code Description']->Arrest Date",0.175,0.000,0.641
0.05,hate_crimes,2,"['Bias Motive Description', 'Patrol Borough Name']->Arrest Date",0.168,0.000,0.649
0.05,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Offense Description",0.996,0.000,0.995
0.05,hate_crimes,2,"['Arrest Date', 'PD Code Description']->Patrol Borough Name",0.976,0.000,0.974
0.05,hate_crimes,2,"['Bias Motive Description', 'Complaint Year Number']->Arrest Date",0.176,0.000,0.641
0.05,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->Offense Description",0.996,0.000,0.995
0.05,hate_crimes,2,"['Arrest Id', 'County']->Law Code Category Description",0.993,0.000,0.997
0.05,hate_crimes,2,"['Bias Motive Description', 'Offense Description']->Arrest Date",0.170,0.000,0.627
0.05,hate_crimes,2,"['Offense Category', 'PD Code Description']->Arrest Date",0.131,0.000,0.623
0.05,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Offense Category",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Complaint Year Number",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->PD Code Description",0.997,0.000,0.995
0.05,hate_crimes,2,"['Arrest Date', 'Patrol Borough Name']->Offense Description",0.934,0.000,0.934
0.05,hate_crimes,2,"['Arrest Id', 'Month Number']->Complaint Year Number",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'Month Number']->Offense Category",1.000,0.000,1.000
0.05,hate_crimes,2,"['Offense Category', 'Offense Description']->Arrest Date",0.126,0.000,0.610
0.05,hate_crimes,2,"['Arrest Date', 'Month Number']->Patrol Borough Name",0.947,0.000,0.945
0.05,hate_crimes,2,"['Arrest Date', 'Month Number']->Offense Description",0.916,0.000,0.912
0.05,hate_crimes,2,"['Arrest Id', 'Month Number']->PD Code Description",0.997,0.000,0.995
0.05,hate_crimes,2,"['Arrest Date', 'Month Number']->County",0.943,0.000,0.958
0.05,hate_crimes,2,"['Arrest Id', 'Month Number']->Bias Motive Description",1.000,0.000,1.000
0.05,hate_crimes,2,"['Bias Motive Description', 'County']->Arrest Date",0.147,0.000,0.632
0.05,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->Law Code Category Description",0.816,0.000,0.922
0.05,hate_crimes,2,"['Arrest Date', 'PD Code Description']->County",0.975,0.000,0.979
0.05,hate_crimes,2,"['Arrest Id', 'PD Code Description']->Offense Category",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'PD Code Description']->Complaint Year Number",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->Offense Description",0.877,0.000,0.880
0.05,hate_crimes,2,"['Arrest Id', 'Offense Description']->PD Code Description",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'Offense Description']->Offense Category",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'PD Code Description']->Bias Motive Description",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->County",0.905,0.000,0.934
0.05,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->Patrol Borough Name",0.912,0.000,0.913
0.05,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->PD Code Description",0.997,0.000,0.995
0.05,hate_crimes,2,"['County', 'Month Number']->Arrest Date",0.095,0.000,0.628
0.05,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->Offense Category",1.000,0.000,1.000
0.05,hate_crimes,2,"['County', 'PD Code Description']->Arrest Date",0.097,0.000,0.627
0.05,hate_crimes,2,"['County', 'Offense Description']->Arrest Date",0.092,0.000,0.612
0.05,hate_crimes,2,"['Arrest Id', 'Offense Category']->Bias Motive Description",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'Month Number']->Patrol Borough Name",1.000,0.000,1.000
0.05,hate_crimes,2,"['Complaint Year Number', 'County']->Arrest Date",0.094,0.000,0.614
0.05,hate_crimes,2,"['Arrest Date', 'Month Number']->Offense Category",0.943,0.000,0.961
0.05,hate_crimes,2,"['Arrest Id', 'Offense Description']->Bias Motive Description",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Bias Motive Description",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'County']->Patrol Borough Name",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->Bias Motive Description",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Date', 'PD Code Description']->Offense Category",0.970,0.000,0.978
0.05,hate_crimes,2,"['Arrest Id', 'PD Code Description']->Patrol Borough Name",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Date', 'Patrol Borough Name']->Complaint Year Number",0.989,0.000,0.989
0.05,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->Patrol Borough Name",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Date', 'Patrol Borough Name']->Offense Category",0.973,0.000,0.982
0.05,hate_crimes,2,"['Arrest Date', 'Month Number']->PD Code Description",0.928,0.000,0.903
0.05,hate_crimes,2,"['Arrest Date', 'PD Code Description']->Complaint Year Number",0.990,0.000,0.990
0.05,hate_crimes,2,"['Law Code Category Description', 'Month Number']->Arrest Date",0.074,0.000,0.605
0.05,hate_crimes,2,"['Arrest Date', 'Offense Description']->Offense Category",0.966,0.000,0.976
0.05,hate_crimes,2,"['Month Number', 'PD Code Description']->Arrest Id",0.022,0.000,0.598
0.05,hate_crimes,2,"['Arrest Date', 'Patrol Borough Name']->PD Code Description",0.942,0.000,0.928
0.05,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->Offense Category",0.900,0.000,0.935
0.05,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Complaint Precinct Code",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->PD Code Description",0.893,0.000,0.866
0.05,hate_crimes,2,"['Arrest Id', 'Month Number']->County",1.000,0.000,1.000
0.05,hate_crimes,2,"['Month Number', 'Patrol Borough Name']->Arrest Id",0.000,0.000,0.587
0.05,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Record Create Date",1.000,0.000,0.998
0.05,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Month Number",1.000,0.000,1.000
0.05,hate_crimes,2,"['PD Code Description', 'Patrol Borough Name']->Arrest Id",0.019,0.000,0.592
0.05,hate_crimes,2,"['Arrest Id', 'PD Code Description']->County",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->County",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'Month Number']->Complaint Precinct Code",1.000,0.000,1.000
0.05,hate_crimes,2,"['Arrest Id', 'Month Number']->Record Create Date",1.000,0.000,0.998
0.05,hate_crimes,2,"['Month Number', 'Offense Description']->Arrest Id",0.031,0.000,0.587
0.05,hate_crimes,2,"['Offense Description', 'Patrol Borough Name']->Arrest Id",0.023,0.000,0.581
0.05,hate_crimes,2,"['Arrest Date', 'Patrol Borough Name']->Bias Motive Description",0.975,0.000,0.975
0.05,hate_crimes,2,"['Arrest Date', 'Month Number']->Bias Motive Description",0.950,0.000,0.949
0.05,hate_crimes,2,"['Complaint Year Number', 'Offense Description']->Arrest Id",0.023,0.000,0.581
0.05,hate_crimes,2,"['Complaint Year Number', 'PD Code Description']->Arrest Id",0.021,0.000,0.591
0.05,hate_crimes,2,"['Arrest Date', 'PD Code Description']->Bias Motive Description",0.975,0.000,0.973
0.05,hate_crimes,2,"['Complaint Year Number', 'Month Number']->Arrest Id",0.000,0.000,0.582
0.05,hate_crimes,2,"['Complaint Year Number', 'Patrol Borough Name']->Arrest Id",0.000,0.000,0.577
0.05,hate_crimes,2,"['Arrest Date', 'Offense Category']->Bias Motive Description",0.980,0.000,0.979
0.05,hate_crimes,2,"['Arrest Date', 'Offense Description']->Bias Motive Description",0.971,0.000,0.970
0.05,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->Bias Motive Description",0.914,0.000,0.919
0.05,hate_crimes,2,"['Bias Motive Description', 'Month Number']->Arrest Id",0.079,0.000,0.594
0.05,hate_crimes,2,"['Bias Motive Description', 'PD Code Description']->Arrest Id",0.099,0.000,0.594
0.05,hate_crimes,2,"['Bias Motive Description', 'Patrol Borough Name']->Arrest Id",0.063,0.000,0.585
0.05,hate_crimes,2,"['Arrest Id', 'PD Code Description']->Month Number",1.000,0.000,1.000
0.05,hate_crimes,2,"['Bias Motive Description', 'Complaint Year Number']->Arrest Id",0.064,0.000,0.582
0.05,hate_crimes,2,"['Bias Motive Description', 'Offense Description']->Arrest Id",0.100,0.000,0.585
0.05,hate_crimes,2,"['Month Number', 'Offense Category']->Arrest Id",0.043,0.000,0.581
0.05,hate_crimes,2,"['Offense Category', 'PD Code Description']->Arrest Id",0.064,0.000,0.586
0.05,hate_crimes,2,"['Offense Category', 'Patrol Borough Name']->Arrest Id",0.034,0.000,0.577
0.05,hate_crimes,2,"['Complaint Year Number', 'Offense Category']->Arrest Id",0.033,0.000,0.575
0.05,hate_crimes,2,"['Offense Category', 'Offense Description']->Arrest Id",0.065,0.000,0.579
0.05,hate_crimes,2,"['Bias Motive Description', 'County']->Arrest Id",0.059,0.000,0.579
0.05,hate_crimes,2,"['County', 'Month Number']->Arrest Id",0.000,0.000,0.580
0.05,hate_crimes,2,"['County', 'PD Code Description']->Arrest Id",0.019,0.000,0.587
0.05,hate_crimes,2,"['Law Code Category Description', 'Month Number']->Arrest Id",0.000,0.000,0.573
0.05,hate_crimes,2,"['Complaint Year Number', 'County']->Arrest Id",0.000,0.000,0.574
0.05,hate_crimes,2,"['County', 'Offense Description']->Arrest Id",0.021,0.000,0.578
0.05,hate_crimes,2,"['Arrest Id', 'Month Number']->Full Complaint ID",0.999,0.000,0.994
0.05,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Full Complaint ID",0.999,0.000,0.994
0.1,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->Offense Category",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Date', 'Bias Motive Description']->Law Code Category Description",0.893,0.000,0.952
0.1,hate_crimes,2,"['Offense Description', 'Patrol Borough Name']->Arrest Date",0.106,0.000,0.625
0.1,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->Offense Category",0.900,0.000,0.935
0.1,hate_crimes,2,"['Complaint Year Number', 'Offense Description']->Arrest Date",0.116,0.000,0.620
0.1,hate_crimes,2,"['Complaint Year Number', 'Patrol Borough Name']->Arrest Date",0.101,0.000,0.631
0.1,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->County",0.905,0.000,0.934
0.1,hate_crimes,2,"['Arrest Date', 'Patrol Borough Name']->Offense Description",0.934,0.000,0.934
0.1,hate_crimes,2,"['Bias Motive Description', 'Complaint Year Number']->Arrest Date",0.176,0.000,0.641
0.1,hate_crimes,2,"['Arrest Date', 'Patrol Borough Name']->PD Code Description",0.942,0.000,0.928
0.1,hate_crimes,2,"['Arrest Date', 'County']->PD Code Description",0.929,0.000,0.910
0.1,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->Offense Description",0.877,0.000,0.880
0.1,hate_crimes,2,"['Arrest Date', 'County']->Offense Category",0.952,0.000,0.968
0.1,hate_crimes,2,"['Bias Motive Description', 'Patrol Borough Name']->Arrest Date",0.168,0.000,0.649
0.1,hate_crimes,2,"['Bias Motive Description', 'Offense Description']->Arrest Date",0.170,0.000,0.627
0.1,hate_crimes,2,"['Arrest Date', 'Bias Motive Description']->Offense Description",0.932,0.000,0.929
0.1,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->PD Code Description",0.893,0.000,0.866
0.1,hate_crimes,2,"['Arrest Id', 'County']->Offense Category",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Date', 'County']->Law Code Category Description",0.876,0.000,0.946
0.1,hate_crimes,2,"['Arrest Date', 'Bias Motive Description']->PD Code Description",0.939,0.000,0.919
0.1,hate_crimes,2,"['Arrest Date', 'Offense Description']->County",0.969,0.000,0.975
0.1,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->PD Code Description",0.997,0.000,0.995
0.1,hate_crimes,2,"['County', 'Offense Description']->Arrest Date",0.092,0.000,0.612
0.1,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->PD Code Description",0.997,0.000,0.995
0.1,hate_crimes,2,"['Arrest Date', 'Bias Motive Description']->County",0.970,0.000,0.975
0.1,hate_crimes,2,"['Arrest Id', 'PD Code Description']->Patrol Borough Name",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Offense Description']->Patrol Borough Name",1.000,0.000,1.000
0.1,hate_crimes,2,"['Complaint Year Number', 'County']->Arrest Date",0.094,0.000,0.614
0.1,hate_crimes,2,"['Arrest Date', 'County']->Offense Description",0.920,0.000,0.920
0.1,hate_crimes,2,"['Arrest Id', 'County']->PD Code Description",0.997,0.000,0.995
0.1,hate_crimes,2,"['Arrest Date', 'Offense Category']->Bias Motive Description",0.980,0.000,0.979
0.1,hate_crimes,2,"['Bias Motive Description', 'County']->Arrest Date",0.147,0.000,0.632
0.1,hate_crimes,2,"['Arrest Id', 'Bias Motive Description']->PD Code Description",0.997,0.000,0.995
0.1,hate_crimes,2,"['Arrest Date', 'Offense Category']->Law Code Category Description",0.874,0.000,0.944
0.1,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->County",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Law Code Category Description']->Offense Category",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Date', 'Law Code Category Description']->Offense Category",0.932,0.000,0.954
0.1,hate_crimes,2,"['Arrest Date', 'Patrol Borough Name']->Bias Motive Description",0.975,0.000,0.975
0.1,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Offense Description",0.996,0.000,0.995
0.1,hate_crimes,2,"['Arrest Id', 'County']->Offense Description",0.996,0.000,0.995
0.1,hate_crimes,2,"['Arrest Id', 'Offense Description']->County",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->Offense Description",0.996,0.000,0.995
0.1,hate_crimes,2,"['Arrest Date', 'PD Code Description']->Patrol Borough Name",0.976,0.000,0.974
0.1,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Month Number",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'County']->Month Number",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Bias Motive Description']->Offense Description",0.996,0.000,0.995
0.1,hate_crimes,2,"['Arrest Id', 'PD Code Description']->Month Number",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->Patrol Borough Name",0.912,0.000,0.913
0.1,hate_crimes,2,"['Arrest Id', 'Bias Motive Description']->County",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->Month Number",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Date', 'Offense Description']->Patrol Borough Name",0.969,0.000,0.966
0.1,hate_crimes,2,"['Arrest Date', 'Offense Description']->Bias Motive Description",0.971,0.000,0.970
0.1,hate_crimes,2,"['Arrest Id', 'Offense Description']->Month Number",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Law Code Category Description']->Offense Description",0.999,0.000,0.998
0.1,hate_crimes,2,"['Arrest Date', 'Law Code Category Description']->Offense Description",0.943,0.000,0.940
0.1,hate_crimes,2,"['Arrest Date', 'Bias Motive Description']->Patrol Borough Name",0.972,0.000,0.968
0.1,hate_crimes,2,"['Arrest Date', 'Complaint Year Number']->Bias Motive Description",0.914,0.000,0.919
0.1,hate_crimes,2,"['Arrest Id', 'County']->Patrol Borough Name",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Offense Category']->Law Code Category Description",0.993,0.000,0.997
0.1,hate_crimes,2,"['Arrest Id', 'Bias Motive Description']->Law Code Category Description",0.993,0.000,0.997
0.1,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->Patrol Borough Name",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'County']->Law Code Category Description",0.993,0.000,0.997
0.1,hate_crimes,2,"['Arrest Id', 'Bias Motive Description']->Patrol Borough Name",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Complaint Year Number",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'County']->Complaint Year Number",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'PD Code Description']->Complaint Year Number",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Offense Description']->Complaint Year Number",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Bias Motive Description']->Complaint Year Number",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Date', 'Offense Category']->Offense Description",0.919,0.000,0.917
0.1,hate_crimes,2,"['Arrest Id', 'Offense Category']->Offense Description",0.996,0.000,0.995
0.1,hate_crimes,2,"['Arrest Id', 'County']->Complaint Precinct Code",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Patrol Borough Name']->Complaint Precinct Code",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Date', 'Patrol Borough Name']->Complaint Year Number",0.989,0.000,0.989
0.1,hate_crimes,2,"['Offense Category', 'Offense Description']->Arrest Date",0.126,0.000,0.610
0.1,hate_crimes,2,"['Offense Description', 'Patrol Borough Name']->Arrest Id",0.023,0.000,0.581
0.1,hate_crimes,2,"['Arrest Id', 'PD Code Description']->Complaint Precinct Code",1.000,0.000,1.000
0.1,hate_crimes,2,"['Arrest Id', 'Complaint Year Number']->Complaint Precinct Code",1.000,0.000,1.000
0.1,hate_crimes,2,"['Complaint Year Number', 'Offense Description']->Arrest Id",0.023,0.000,0.581
